Protein ID	WT1	KO1	WT2	KO2	WT3	KO3	WT4	KO4	WT5	KO5	WT6	MT...49	MT...50	MT...51	MT...52	MT...53
P18608	65049.3306	57456.8506	91815.33290000001	67240.7236	62474.5321	64143.4952	66920.6829	54185.3243	76892.51789999999	51588.284	53980.7417	1722.1323	519.4739	0	0	0
P18653	11759.3269	13140.3423	15978.3804	11799.6882	11687.3686	19062.8675	11871.356	9721.6694	12792.4907	10942.193299999999	8606.857899999999	0	0	0	0	0
P18654	35639.8923	34807.7789	49111.9795	37333.1326	33462.9019	40919.4546	31331.033199999998	34459.0777	34914.2183	29063.279300000002	25018.4895	0	0	0	0	0
P18760	45202.5292	53958.748	59424.496100000004	54619.8808	39778.7189	68646.47170000001	44070.9124	52580.87209999999	53607.708	53835.6197	38285.2392	1938.569	488.2831	0	0	0
P18826	13597.8799	5995.1919	12498.4053	12354.8301	9626.9248	6204.7383	12906.2148	6351.1768	13351.0527	4586.7798	8010.0767	0	0	0	0	0
P18872	3476.0093	5678.043	6309.0913	6350.873	5941.1709	5830.1162	4998.8662	3060.033	8173.1338	3675.8196	5064.4048	0	0	0	0	0
P18894	186452.6593	84298.8708	287808.0794	178170.3775	141876.6547	50164.4691	202338.0587	122902.265	203429.8865	56239.6463	193476.2516	0	1027.9642	0	0	0
P19001	57527.9318	89735.22290000001	77762.963	75401.26180000001	38680.2859	387910.957	44260.9498	75260.9881	85135.5366	143253.614	23644.6557	2066.2942000000003	0	0	0	0
P19096	296188.1811	318808.8939	496104.7564	594390.5367	487018.3042	190381.7394	356556.065	317584.2691	496915.616	151874.0336	407665.6106	2495.2499	2429.0009	0	0	0
P19137	54287.4661	43186.7676	64882.5031	50974.174699999996	47472.4756	34455.1111	55723.5908	33388.0572	74532.7599	32179.6532	42701.2126	0	0	0	0	0
P19157	260345.48440000002	143839.1094	368231.8437	221423.6622	244951.3769	140203.0088	274380.086	168392.2227	245831.58980000002	109768.1856	223767.75780000002	609.954	260.239	0	0	0
P19221	40251.8707	47344.7051	60008.438200000004	47850.8247	37337.603	61397.2949	47316.9361	55024.6568	50991.0772	64227.2929	28000.5851	563.3816999999999	0	0	0	0
P19253	136075.9292	103312.9048	164660.2334	158497.4398	127454.80219999999	93835.07119999999	137590.5108	91273.1988	138200.5327	103044.5049	117219.2886	1291.2475	1664.0625	0	0	0
P19324	105879.9621	185070.4432	138724.9018	178337.97329999998	97910.677	137629.4786	111650.5747	166551.54750000002	129542.0494	218537.4908	87718.692	6095.5277	0	0	0	0
P19426	21152.2402	18934.2012	22864.7559	21475.6484	17788.8379	18153.3867	17457.5039	17219.6719	20324.4395	11244.2666	14554.2676	850.6559	0	0	0	0
P19536	149455.6588	93047.63130000001	179436.8827	128174.2929	126096.38859999999	65643.696	145159.645	86238.0117	141751.1489	58404.1006	109645.3003	1211.3379	1997.0424	0	0	0
P19783	446751.3064	241192.76	599845.9854	376871.3786	399675.5842	174288.0214	476698.5243	251505.4178	447199.2143	165113.3152	406877.8859	2498.6423	5073.1453	0	0	0
P19973	6623.5723	10126.1162	10364.6191	11258.8672	4909.5454	15828.3232	6571.6152	11122.0195	5907.52	11855.3975	3077.9419	744.1135	0	0	0	0
P20029	283174.89650000003	238066.5364	374913.0561	311662.5228	260508.6038	187868.9547	299067.0152	245604.70679999999	310099.2073	206397.3385	241580.17549999998	6114.0485	4010.8818	0	0	0
P20060	14216.2792	12307.3911	21776.6044	18431.3195	16939.839799999998	24658.8338	17102.1385	19522.402599999998	15501.799099999998	13261.190900000001	13817.9464	0	0	0	0	0
P20108	130433.4353	67382.4532	155799.8384	108145.1151	112805.8782	65533.4616	126871.4248	77590.7248	137750.77	52595.39	110079.9381	229.9625	764.3704	0	0	0
P20152	152688.92489999998	237362.6146	212219.4262	201341.556	139738.5172	277815.9665	151800.8055	198641.0437	202139.1515	246324.24480000001	123301.70479999999	7458.145799999999	3615.6892	2696.5928999999996	2067.4697	1805.946
P20357	19443.0078	17469.6499	24641.6836	18796.2939	16257.5313	14282.1821	19188.1299	12906.311000000002	21661.3559	12554.4912	13990.1293	495.7133	304.2927	0	0	0
P20444	37397.5212	26560.5406	45416.9111	30677.4241	32875.95	25404.9162	37686.8937	22358.9408	36939.8608	23801.425	27970.344	0	0	0	0	0
P20491	13729.0164	17179.033199999998	19321.3772	15533.0105	9822.7183	23834.5259	11651.851	17066.541400000002	12715.5757	19726.7002	11558.4924	289.1516	0	0	0	0
P20918	133106.8864	239213.4995	168830.5115	181064.60940000002	128649.2163	471441.3021	136531.2244	218109.4542	170544.21779999998	345629.7429	108940.8452	7774.2908	0	0	0	0
P21126	23600.9326	16391.9741	32918.6631	23006.498099999997	20932.8926	18790.9937	23254.2725	20449.0166	26789.720699999998	17025.9536	18218.8047	443.7496	0	0	0	0
P21271	128300.5977	79840.5261	161456.42190000002	117617.5083	100888.4299	92596.9214	109213.2573	95206.2575	116458.0747	74309.51120000001	94292.2685	0	789.8776	0	0	0
P21278	118897.1001	79668.9643	149803.9575	122902.5903	99089.5649	76057.7931	122980.0018	89279.0097	121993.42390000001	61943.7662	103652.34330000001	463.2104	3436.6324	0	0	0
P21279	29084.3076	20115.403299999998	36690.480500000005	29341.583	25130.183599999997	19791.1401	28498.0098	21531.1826	30641.197200000002	14493.873	24565.0489	457.1675	0	0	0	0
P21447	19139.544	15548.6997	25417.380400000002	20144.2177	17694.149400000002	14165.4673	21834.542	16561.9785	23271.0058	10683.5727	17891.3716	325.5658	480.8122	0	0	0
P21460	14919.6548	11447.535100000001	20842.8056	13749.131300000001	17049.2402	17640.0762	16280.461900000002	10081.954099999999	15789.844799999999	10914.967799999999	13609.2387	0	0	0	0	0
P21614	76765.6616	144883.0239	93914.4594	95901.41900000001	73469.6145	260836.2329	75892.3901	143625.0808	100653.90729999999	221730.7165	52993.343700000005	6513.9272	705.6931	0	0	0
P21619	189325.7681	128324.1631	249692.6894	154587.9875	162530.4712	141900.6753	170496.90959999998	124944.2422	215166.3485	97532.1621	156345.2755	1949.1535	1355.1484	0	0	0
P21844	3308.6523	2680.28	3479.7427	2769.9822	2950.7415	3990.0046	3709.6875	2087.9727	3486.2849	2392.4761	1962.62	0	0	0	0	0
P21956	1490.7753	2491.1421	2397.2046	2732.0759	1494.1852	4785.4238	1949.4813	1821.3188	2340.3347	2326.2241	1478.9431	0	0	0	0	0
P21981	227868.2282	185818.4782	273657.5884	249820.4238	199068.6445	177102.2231	226208.2254	204586.3928	224648.4454	171990.1933	184239.921	4697.9191	1266.2893	0	0	0
P21995	17251.3457	9709.8203	24728.8086	14020.3438	15660.2041	8935.7109	17383.2168	9609.1113	19374.7285	5438.4775	13868.0732	357.5906	572.0854	0	0	0
P22315	170762.7696	113437.4106	246770.2518	176827.57	165290.4946	105588.2318	190401.8505	141529.2916	195436.8978	94343.6793	174993.1343	1909.0384999999999	2062.1378	0	0	0
P22361	19208.9458	12343.9326	23203.9439	17830.2156	15260.1914	13976.75	18050.7405	14612.0167	16869.220699999998	9939.4664	14228.8977	582.0863	376.6501	0	0	0
P22366	12888.9566	11848.8269	19322.514199999998	15286.9453	11175.6787	13755.674299999999	14392.3838	10616.1196	13303.0224	10434.2005	11705.3625	429.009	284.3512	0	0	0
P22599	37730.2418	73592.3048	41687.3448	63889.647600000004	30773.3276	113614.6976	38762.3932	63083.5698	41187.7105	75995.7167	23083.5732	1522.6127999999999	318.2359	0	0	0
P22682	4457.0454	4766.1118	5335.6714	4472.4512	3722.1013	4910.6992	3921.4368	3997.7483	4605.9546	3788.4165	3207.9951	0	0	0	0	0
P22892	116044.5591	84849.5394	145525.6674	112413.645	98276.3515	79480.0991	104460.4611	93180.2757	107821.5879	66333.2991	93810.7988	2522.9342	1633.7459	0	0	0
P22907	11433.411100000001	6371.3781	14050.0005	9889.9874	10123.034	5161.8734	10675.794100000001	8152.568200000001	11311.4686	5440.8873	8945.9048	305.6679	0	0	0	0
P23116	291951.2493	213196.4835	378586.06	306226.3845	249645.3474	214919.1444	293602.6027	247518.2857	276838.475	195459.17990000002	234665.5764	929.879	1791.8122	0	0	0
P23249	14167.9001	9787.3286	19854.8665	11470.404700000001	13034.104599999999	8731.9336	12331.4411	13210.6658	14133.446899999999	7547.0828	11642.0265	0	0	785.921	0	0
P23475	67773.5548	47398.563	92478.1161	69556.7427	66631.2095	53341.726200000005	72356.4938	55749.4111	72222.8861	48966.1356	59402.8995	0	0	321.0455	0	0
P23492	260435.1495	49459.4951	331949.2978	217419.86179999998	201165.6724	97884.0825	152815.1714	215601.91160000002	219450.15	157047.5713	192696.767	0	1214.8444	0	0	0
P23506	33121.623	22254.535600000003	43167.168	27688.8262	31322.6426	25774.3076	32957.4355	26401.3213	42446.3106	19981.6679	26569.891600000003	0	243.6431	0	0	0
P23591	21909.56	18471.4363	29118.3858	19329.8894	19224.824200000003	14272.2143	20162.0419	18144.936	22562.2458	12251.604500000001	18176.7883	0	2161.1228	0	0	0
P23708	14136.3838	12952.6299	18295.4688	15923.3887	12357.3535	11168.6553	13900.0664	10452.708	16771.0488	10225.6992	11378.3232	583.2589	0	0	0	0
P23780	50170.8124	35484.3073	67314.2375	52292.4949	51338.2102	52944.084	54458.9242	39861.2375	53449.904500000004	29399.8772	46979.8952	0	248.4316	0	0	0
P23881	11931.252	7893.5588	15600.3593	11477.81	9921.5923	7722.1399	11485.3056	8814.3799	11522.1137	6198.5464	8671.6878	0	0	0	0	216.1163
P23906	11715.7883	9898.8295	16614.5268	12175.569599999999	10937.1167	12140.3413	13616.3633	9781.5715	11154.218799999999	8112.1697	9513.2283	0	0	0	0	0
P23927	37425.9585	85084.167	41464.0996	48750.1875	25227.7642	64928.755900000004	28603.9453	27982.0591	61696.0009	50832.715899999996	16742.0532	0	0	0	0	0
P23949	4414.5903	2728.5557	6124.9985	5421.1841	4530.6768	4635.7812	4605.0142	3817.9592	5453.4565	3033.3279000000002	4255.5874	0	0	0	0	0
P23950	3255.3962	3482.3276	2690.2122	3268.5276	1967.2267	4598.1504	2212.6482	3519.1694	2920.1013	2878.8147	1737.6777	0	0	0	0	0
P23953	37800.722200000004	65180.03660000001	44237.173800000004	54970.7222	32069.0163	111913.72559999999	34312.8867	52704.2334	48556.5844	63309.0361	19372.2647	827.6649	666.274	0	0	0
P24270	1136411.5018	481729.9535	1573092.0021000002	1097970.3955	677693.748	359067.2425	1181871.3525	639561.6101	1101443.003	342406.1855	1046549.9569999999	5536.7451	13130.4989	0	0	0
P24288	32723.6763	23733.7852	45513.5722	45302.9561	8124.8421	13427.1539	23968.4802	20071.1081	34798.7774	20616.417	11176.0405	552.2791	0	0	0	0
P24369	52409.911499999995	42836.6035	74309.4163	58884.972	50626.3114	39065.6399	58307.7514	47821.8143	57531.7607	39243.5516	41338.2151	0	411.248	0	0	0
P24452	104701.6948	192606.8985	136768.2563	127711.7839	53251.4903	301367.0689	72484.4074	141358.9668	140459.5002	180611.0747	45444.100399999996	4553.8492	566.3971	0	0	0
P24472	77624.5481	45031.0179	113986.38200000001	57670.871399999996	87286.9206	79746.1382	89515.7528	38439.1829	99920.7152	30435.8923	78101.4995	1329.9485	1765.9368	0	0	0
P24527	46794.0515	32617.790699999998	54787.5046	34630.799399999996	36654.3232	39003.3253	38124.598999999995	32073.9951	48879.6822	28898.4187	27165.8194	1092.8197	0	0	0	0
P24547	18643.0059	17409.5146	23676.877	17703.0972	17676.7637	24530.150400000002	18243.3394	18891.7666	20912.574200000003	17427.398699999998	18679.639199999998	516.1649	0	0	0	0
P24549	28273.108399999997	32827.371100000004	34463.6523	37784.7852	29785.9404	46806.3974	28455.389600000002	29324.1504	32943.2422	31763.6016	25621.988299999997	0	466.7847	0	0	0
P24638	2353.594	1981.0046	3148.2175	1947.9027	1649.0028	2988.0815	1875.3015	1893.501	2113.5444	1990.1283	2125.7163	0	0	0	0	0
P24668	4027.9773	6155.1621	5608.6943	5606.7891	2779.4958	7700.6875	3603.1191	4963.9102	3905.1685	4358.0645	2769.7292	0	0	0	0	0
P24788	30764.817900000002	27503.620199999998	42949.5596	35000.460399999996	30262.5747	28699.9443	30781.5337	30791.4087	35755.3769	24535.9146	24817.2246	631.3315	519.4874	0	0	0
P25206	23492.7055	33997.6247	29973.1192	33827.3406	23117.1814	30140.5134	25422.885700000003	34605.3982	25713.9578	37947.52	18885.43	0	0	0	0	0
P25444	57487.0216	44835.1884	74881.7354	65711.7787	49601.2695	39879.2532	53658.4873	48055.268599999996	52696.2632	39603.0503	46049.6992	998.4552	634.755	0	0	0
P25911	10892.666	9416.6572	14395.1074	11419.5625	9659.3379	11939.6885	10113.6377	10621.8594	11935.958	7497.082	8143.1777	0	0	0	0	0
P25976	33392.1806	33377.7641	46515.317299999995	33880.2089	30803.9483	38443.1008	33196.7686	33451.7406	38734.0164	35346.0572	23485.3387	0	0	0	0	0
P26039	299039.6739	238997.9319	392345.4819	307616.4001	276801.7861	281082.1722	301868.0057	247731.578	320799.6242	218238.68790000002	262197.1166	3787.4647	1329.2809	0	0	0
P26040	537959.3467	382129.5436	798004.5278	620871.0733	481320.2608	335754.64009999996	602786.5425	495514.2904	581110.9673	373709.8819	559733.3012	2620.8574	2043.9901	0	0	0
P26041	404300.3268	532775.5466	507517.8362	635065.2409	298252.7801	573902.8134999999	363071.7355	544715.6645	422703.2182	491966.62820000004	292168.8026	6916.346	1511.3797	0	0	0
P26043	186646.1148	105841.1919	245138.29	160701.295	157539.13999999998	62310.895899999996	180653.0231	122081.8155	172678.7655	66197.9317	152807.00019999998	0	0	0	0	0
P26149	30844.0616	13862.424299999999	29791.3696	21608.4512	28275.3538	10816.7759	27295.2383	16404.5119	21896.3653	9005.7444	19730.7214	0	419.1583	0	0	0
P26150	120761.42910000001	33849.9192	117693.34569999999	110405.67730000001	68133.8487	25169.3785	110555.68059999999	69369.2222	96309.27350000001	25153.6624	89675.0444	520.1595	0	0	0	0
P26231	248741.4267	181211.3979	321944.70519999997	226033.1109	220453.64539999998	163619.9146	223269.4873	188909.5474	240916.3786	145026.5569	206614.0839	2024.5352	0	0	0	0
P26262	46012.0469	46218.3496	54411.5782	39220.1231	38760.764599999995	43925.746100000004	40904.0889	44323.4805	43102.2041	37494.1504	31622.6777	785.9476	0	0	0	0
P26350	10023.6387	7578.5991	13860.5693	9695.8438	8621.3047	10731.6318	11036.7314	9764.0283	14718.9326	9124.7275	6244.729	438.1004	0	0	0	0
P26369	30972.2154	26311.8897	37955.8599	31249.7398	26508.095699999998	31906.3428	28439.9223	24483.569900000002	31420.0625	25137.8579	22711.7219	556.7478	0	0	0	0
P26443	172076.8785	91613.8352	214477.9775	136107.09170000002	165059.5468	79262.1932	196647.25	115467.99339999999	183301.8275	71760.7982	138406.6332	1568.7623	953.946	0	0	0
P26450	17329.4843	17880.5857	22825.273500000003	21656.032700000003	16038.156	16045.302899999999	16302.1939	18017.9702	17345.8481	13326.5906	15632.9987	744.7436	0	0	0	0
P26516	52678.9758	39403.0528	64145.397399999994	51647.5278	44718.823899999996	39027.9532	52828.1529	45539.873999999996	51865.502	36003.8192	39089.4788	1206.8488	367.5927	0	0	0
P26638	90716.2291	62444.35890000001	105593.6266	88557.0629	77423.556	62963.2837	86672.6044	76542.38990000001	84781.3644	61248.0177	73447.2819	501.0135	683.5664	0	0	0
P26883	85449.7724	79204.9853	119332.331	103473.3892	85300.4293	68959.0113	84776.4302	93887.127	94383.7085	76903.4127	74203.8698	597.2283	0	0	0	0
P27005	3043.562	2379.9805	4078.8838	4339.2568	3692.8665	90036	1909.035	7888.0981	4083.9526	2939.5173	1976.5028	0	0	0	0	0
P27046	66217.3893	52150.5064	81605.5382	65486.0889	56182.7105	62492.8871	67276.4839	54551.4612	64958.6565	50897.0496	52419.8424	1300.1781	1020.9742	0	0	0
P27546	49914.7205	58771.7758	69461.3489	64441.9456	49068.0967	69326.5887	50137.162800000006	62685.8786	50619.0595	62815.3398	41422.1795	1841.9976	519.885	0	0	0
P27601	80052.8441	54836.9239	108113.0757	77163.6191	69439.54030000001	52823.3205	74839.1968	57961.6474	87787.6679	42231.2666	65000.564	1530.2573	0	0	0	0
P27612	19297.2641	12618.916799999999	24019.3564	17677.6715	17261.6019	11918.184700000002	16647.7296	21130.9834	16594.2886	12722.382599999999	15071.463099999999	0	0	0	0	0
P27659	262813.0445	177184.1892	336363.7466	252069.813	208563.2364	177211.6313	244241.8614	198979.4851	256815.4117	170895.463	195892.9294	2825.9377	1032.0826	0	0	0
P27661	37169.5083	30624.1577	39521.3096	32117.446799999998	27852.2949	45261.9551	28282.254399999998	29993.8301	34745.2431	26877.8804	19526.9678	1240.7281	0	0	0	0
P27773	366529.9123	288413.1317	463743.0315	396727.0261	310898.43189999997	226458.2884	359454.2826	315875.1951	355901.7798	247652.2266	309749.0909	2621.6602	1980.6133	0	0	0
P27808	32476.877	21015.6738	38739.2188	29513.2031	26221.6387	19759.6855	34394.1602	21598.3242	35405.1289	17852.209	27633.9922	491.0233	953.7678	0	0	0
P27870	3804.4958	3899.5234	5052.3096	5132.5752	3125.2324	5484.8164	5003.1094	3168.4446	4693.6172	3617.4573	2817.9521	0	0	0	0	0
P27889	8826.2754	5712.0854	11155.2402	7695.4414	8692.084	5333.7959	8642.4766	5701.7573	8379.5068	2967.0857	7790.3501	0	0	0	0	0
P28028	9271.4102	4601.1201	10450.2168	5938.5654	7078.6489	4813.1274	7409.8516	4075.0352	10147.5801	3109.5742	7576.2734	0	0	0	0	0
P28076	11873.4912	19258.5254	20327.6738	18199.7812	11929.1514	18836.2246	13167.249	17449.3613	16608.4219	15762.0996	10906.1484	0	289.2735	0	0	0
P28271	350886.8196	190736.1397	458623.6759	317624.2548	307304.7804	132004.2302	356884.0067	229334.2774	343019.037	130753.3579	308779.3565	1402.1759	2259.8846	0	0	0
P28352	48466.5771	48105.1535	67048.829	53380.543000000005	42783.7568	66205.5523	49385.2574	46277.9105	53462.0535	49368.8676	36733.905	686.7531	0	0	0	0
P28474	13186.270499999999	8506.9122	15679.3525	11743.645499999999	11331.818299999999	6397.5385	13733.9185	9071.1397	11857.0308	6984.496800000001	9759.6718	0	0	0	0	0
P28574	11047.2051	9706.9697	13020.5869	9695.5791	9487.1973	9510.9854	9748.8652	10358.9404	11843.9023	8509.6846	8679.5176	0	0	0	0	0
P28650	17506.6011	7564.0761	21486.2149	9612.443599999999	13219.0523	11949.361799999999	11779.4418	8829.944	17709.8349	6888.2615000000005	9975.6445	0	0	0	0	0
P28653	42029.0861	71708.9045	80367.7602	72111.6585	44966.2577	104829.2749	53703.1426	49732.5699	66987.4798	73261.0577	49772.939	0	0	0	0	0
P28654	5422.5894	6952.5172999999995	9166.7876	7695.8218	4323.0687	8926.5411	7135.1301	4288.1116999999995	11217.9824	6967.5791	5197.6956	0	0	0	0	0
P28656	39702.3676	30772.280199999997	46119.4033	37032.2256	30048.395	29197.9605	33698.5771	32450.0684	36622.1528	29579.378	31542.0053	509.9864	826.9791	0	0	0
P28658	7706.7751	4808.7246000000005	10179.2982	6234.2099	7893.6202	5020.6169	8010.8652	7482.0509999999995	6762.282499999999	5353.2422	6970.632100000001	0	0	0	0	243.6133
P28659	12942.9961	12623.9863	18717.9082	14447.6494	11844.5518	11756.7422	13816.9424	11308.7793	14137.8447	10813.7432	10813.6055	250.93	0	0	0	0
P28660	130891.1605	110065.6387	167483.0977	125355.5588	119834.398	92619.4105	122214.90179999999	101945.4785	148408.31879999998	79327.4797	110962.1018	1044.9504	716.8502	0	0	0
P28661	55945.7911	46363.5636	68693.1533	54016.8975	42448.0879	45955.6084	51159.8379	40302.4649	60454.8282	37429.622	39637.4307	1685.1191000000001	0	0	0	0
P28665	76633.6654	115404.5473	90585.8224	98516.7304	71721.0068	131578.263	76113.68519999999	116118.5549	96958.8005	161663.2399	49260.6663	3895.5848	272.5586	0	0	0
P28740	12340.1396	11484.707600000002	14845.3614	15318.300799999999	11228.843799999999	15276.181199999999	11387.705600000001	11714.217700000001	13889.950700000001	10967.917000000001	8502.8174	281.8932	0	0	0	0
P28741	3478.1021	2641.2788	3904.1054000000004	2272.4524	2720.5697999999998	2407.0666	2966.2733	2822.1596	3779.827	1946.8301	2123.9985	0	0	0	0	0
P28798	24888.302799999998	25162.9307	42306.8955	28338.4507	43068.793999999994	64874.2285	32440.7364	30699.4565	38593.8095	31430.6836	28207.2426	993.1429	0	0	0	0
P28825	387628.0945	240333.0732	584148.6585	464146.1094	186450.0393	221801.54570000002	378779.9895	275016.1945	414627.4565	192256.06160000002	312413.1828	3138.3125	2595.8514999999998	0	0	0
P28843	218454.9974	122161.3551	300319.7251	216321.6128	188170.3929	111674.87240000001	232106.5931	155095.9902	216895.0967	97059.13709999999	199591.8013	0	609.8328	0	0	0
P28867	50537.592	47642.1696	71425.0958	56253.8359	51333.8642	45068.8819	54870.5694	49719.5339	59391.4971	40585.8393	43181.3772	933.374	790.659	0	0	0
P29341	193781.0613	147816.1277	233117.0663	178531.8374	160169.7952	141819.2633	178549.4912	155329.2894	178218.5725	123252.3835	155375.1179	2831.4076	1512.4923000000001	0	0	0
P29351	27070.6663	26630.7005	35813.5071	31951.4697	23442.7118	30075.4424	27190.6826	27194.2084	27221.9395	23064.9341	21119.1982	0	273.7834	0	0	0
P29387	4593.3574	4246.8931	6232.0742	6014.6084	4177.2803	4427.6309	5285.0708	3605.5916	5660.6934	4241.8438	5182.9404	0	0	0	0	0
P29391	2762.1172	2333.3	2720.3293	3220.1997	3666.8381	5640.0654	3072.7585	1707.4004	1881.0979	2568.0754	2364.7288	0	0	0	0	0
P29416	8260.2168	9107.2285	7609.3779	8293.8145	7949.5967	14779.8223	7624.8296	9321.2236	6281.8638	8267.7402	5771.8037	0	0	0	0	0
P29533	13862.9609	11437.5205	14368.0762	12828.2061	8291.4287	9392.0742	13496.2637	11527.6006	14151.4707	9532.6553	10508.793	580.8255	0	0	0	0
P29699	61594.6126	123407.4323	76123.4133	93889.4706	54121.3597	221130.2339	54174.683600000004	125505.0258	77861.0747	223098.9804	36118.835699999996	5366.9305	472.3848	0	0	0
P29758	177820.398	146231.4471	235499.4604	160200.6981	180708.2549	117439.612	190264.4209	124725.0035	221580.717	109860.7492	156393.0041	2242.3457	1233.5698000000002	0	0	0
P29788	9268.9617	17721.1855	12090.526399999999	14241.48	9136.9057	27744.8552	8314.3955	17071.9785	14597.359400000001	30219.9824	5897.1173	587.0075	0	0	0	0
P30115	75778.6924	47759.6739	100659.7157	76655.8863	66605.7079	41854.6732	95109.7521	51053.6152	90617.7036	31085.5418	76712.2887	0	948.7038	0	0	0
P30275	88724.1605	56637.191100000004	110095.4954	57164.3779	92544.0484	70949.3405	78802.4127	46650.712	77438.2224	48660.8528	67322.9669	0	0	0	0	0
P30285	9972.0576	7002.2651	11329.998	11500.0078	8359.8604	6182.7104	9103.6055	7463.6079	10123.2734	6098.1655	5673.2559	0	0	0	0	0
P30412	25088.1655	16583.1023	32891.3954	26982.4741	10617.9268	18796.6197	24845.9365	18841.4661	25794.3243	18706.4379	18644.2808	275.0563	0	0	0	0
P30416	177622.4705	101860.8982	213413.9545	145924.7109	141786.6489	54821.5645	168579.3794	112233.5051	145457.0031	67138.3255	137598.99370000002	2241.9332	2530.1503000000002	0	0	0
P30677	9749.3281	7265.4468	13921.4893	9041.6416	9704.7285	6781.313	9913.5527	5950.6392	9250.8633	5734.8979	8614.9287	289.4697	0	0	0	0
P30681	12684.5469	21170.1035	21413.3789	27591.2734	14586.4385	39198.2734	16505.7969	29132.3613	17680.873	31500.5488	13789.9014	572.6152	284.9604	0	0	0
P30999	167501.9021	128401.6296	231428.3558	167330.4359	159859.4574	126853.9932	169476.9075	137099.5834	188524.7953	105822.7242	146186.2818	2569.7336999999998	1623.4066	0	0	0
P31001	124686.4224	141654.3427	199886.9854	131284.8228	88369.1674	127487.6361	107805.8538	107335.7945	145261.4314	119200.8388	99602.6194	454.6489	586.3193	0	0	0
P31230	40947.9947	29984.340300000003	53644.6445	36264.3183	35749.667	27004.9141	39447.999	31255.458899999998	37637.8096	26585.7876	30162.8721	0	1073.99	0	0	0
P31324	17948.1372	16329.998500000002	22908.9595	20297.3008	16497.4751	18872.167999999998	16030.1397	13353.2822	21523.0297	11894.1491	14596.1006	0	0	0	0	0
P31428	84244.1157	47718.3023	105907.501	72042.73079999999	80171.9163	45035.7633	88220.6657	48553.7702	82205.4165	36360.6337	73432.0827	1856.9787999999999	417.1296	0	0	0
P31532	16282.2022	17356.1646	26307.8066	19198.7466	17106.3789	18905.5044	20983.9214	22552.365299999998	31211.2574	27496.311999999998	12182.5794	0	0	0	0	0
P31649	23033.2695	10907.4629	29959.0586	27036.2168	14337.3086	6584.4087	20246.5723	17311.6191	19596.668	7960.1904	19839.3359	0	631.926	0	0	0
P31725	22821.2624	19663.3832	32246.7994	29572.058399999998	26384.57	537032.1602	21659.5353	45130.5966	27512.2534	19362.5629	16540.0987	614.91	242.33	0	0	0
P31750	15081.098600000001	14060.5982	20973.5322	15935.0367	15957.3682	16831.9444	17420.314400000003	13357.8912	17889.6953	12784.2012	13122.130799999999	0	0	0	0	0
P31786	45132.3686	25135.567600000002	54235.2952	41800.3726	37026.1794	28044.895699999997	45981.6497	37088.5411	48188.2296	23703.1291	35973.728	553.9062	755.5696	0	0	0
P31938	28669.588600000003	23776.3608	36297.1046	21582.7632	25565.4449	22277.0563	25313.6665	20863.000500000002	29861.228	19484.5786	21888.7673	516.5323	485.1574	0	0	0
P32037	11196.7227	6619.5098	14949.2256	10395.8477	9761.6602	19564.0762	9922.6025	7359.6904	12953.3984	7274.5166	8725.9297	0	0	0	0	0
P32067	96824.74429999999	84316.7949	139530.32630000002	100345.9095	91936.1295	84297.83870000001	99367.09360000001	90962.9139	107399.0201	86116.6256	76270.56940000001	4671.7838	1434.0554	0	0	0
P32233	63108.4145	50366.619	84167.0986	65391.1337	54245.8413	41829.8018	60941.8675	54056.9369	65591.3188	44976.2246	56824.6028	1290.099	841.8994	0	0	0
P32261	81996.25140000001	134226.7329	95459.7956	108909.51509999999	69114.6943	169155.439	79507.6013	132775.6151	106315.0895	172237.01810000002	45221.7136	4658.706	0	0	0	0
P32507	2636.3389	4203.8433000000005	5865.5005	3684.571	3851.0981	2808.2378	4144.856	2436.8853	3506.1628	2639.8184	2701.2612	0	0	0	0	0
P32883	7457.410599999999	4878.7276999999995	8260.4912	6273.046899999999	5464.1182	4233.4488	6350.662899999999	4819.8944	6700.2202	2961.2637999999997	5024.280000000001	0	0	0	0	0
P32921	32779.178	27818.0369	43640.1841	33954.960699999996	30320.6871	27894.8052	38459.8052	30713.4689	32437.9493	24034.6989	28780.3409	0	0	0	0	0
P33146	8605.8174	4508.9141	10701.0537	6916.4795	7358.0503	4038.3645	10794.3662	4971.2632	9388.3037	3273.9189	7822.9292	0	0	0	0	0
P33434	2023.3185	2199.2891	2514.2844	2454.2551	1832.0081	2413.21	1743.5106	2019.0374	2500.7183	2117.1926	1630.4333	0	0	0	0	0
P34022	16355.517300000001	12971.302	21664.759299999998	17048.7617	14275.4416	15168.0401	15462.7524	13128.502199999999	17831.908499999998	12814.8057	13497.0106	508.4787	0	0	0	0
P34152	77937.25749999999	55932.6065	96255.5763	69206.1216	67886.55529999999	60169.3247	75085.7389	56819.501599999996	79493.5822	51263.2936	62977.339400000004	1356.9174	899.0305	0	0	0
P34884	166730.01	104561.9337	244372.0876	162573.43660000002	191934.7623	79660.5353	206328.7525	142653.3552	172498.4775	81546.1743	215676.8255	0	0	0	0	0
P34914	325822.3769	154040.3862	446272.8851	322189.8583	272139.6497	102021.9484	375789.25190000003	221430.20870000002	370276.0689	86289.79060000001	295327.2947	0	1998.8058999999998	0	0	0
