Protein ID	WT1	KO1	WT2	KO2	WT3	KO3	WT4	KO4	WT5	KO5	WT6	MT...49	MT...50	MT...51	MT...52	MT...53
Q91Z96	8446.291	6439.5386	9001.8213	7104.3418	5036.0156	7950.9014	6662.9604	6624.9946	6800.3311	5110.563	6287.1973	722.005	0	0	0	0
Q91ZA3	327594.5893	189527.1043	470752.2511	318619.86689999996	357366.46390000003	143121.8533	410703.7883	239778.6613	380288.2964	150117.8656	390772.7693	3558.7781	6071.7955	0	0	0
Q91ZE0	37845.5547	22786.2051	60559.503899999996	40824.6309	36868.111300000004	22728.2402	43646.0322	31849.8047	43588.917	20151.880400000002	39876.96	0	0	0	0	0
Q91ZH7	10408.0869	7717.2236	13027.1826	10998.5156	10692.7061	11456.2227	10845.1758	8414.0439	11294.9463	7419.2646	8358.6211	484.8677	485.1252	0	0	0
Q91ZJ5	94431.419	67073.2624	114741.56390000001	94706.6724	90461.729	44894.0127	87726.3984	73570.566	85891.317	46054.4934	87851.5572	0	401.7393	0	0	0
Q91ZP3	2458.6633	1587.5204	3173.9255	2203.207	2506.5068	1025.178	2558.1104	1574.126	2173.8323	544.3231	2168.8948	0	0	0	0	0
Q91ZR1	28440.3007	23280.6421	35681.257900000004	29280.107900000003	29610.4385	24782.4414	28079.126500000002	22637.958	30323.9131	19805.1145	24061.5948	533.1805	0	0	0	0
Q91ZR2	74774.06910000001	61770.6636	106087.26699999999	85325.4648	65730.7053	69627.5054	75524.86009999999	66471.7392	81131.446	53668.3216	67164.34850000001	1001.1423	616.4411	0	0	0
Q91ZS8	1424.0171	890.4664	1440.6007	1565.4305	667.4507	1566.0162	1334.6171	1604.3547	985.6652	1170.3662	1142.1863	0	0	0	0	0
Q91ZT5	9696.0605	8032.2905	12555.5586	9636.4014	7602.1113	7179.6294	7298.856	6342.1826	7860.9673	5574.6836	5936.0269	0	0	0	0	0
Q91ZT8	11204.8887	7982.6216	13730.5869	10022.4775	10679.8818	8495.1953	10512.9814	6879.1079	10934.3643	8033.1885	7298.0068	0	0	0	0	0
Q91ZU6	127529.6556	93916.6234	168300.14250000002	127889.5608	111192.97290000001	97059.0199	124900.0965	112087.6181	132485.07869999998	78597.7715	99962.5445	2343.0287	618.0408	0	0	0
Q91ZV0	31117.2578	18952.5556	40518.405300000006	30272.5283	25754.3982	16098.728299999999	30685.498999999996	25000.0464	31367.8257	15632.2864	28559.2759	290.1197	0	0	0	0
Q91ZV4	21160.6914	16263.9297	32038.6816	30908.6855	19120.9219	14146.4268	23719.4824	21004.4414	24214.2363	13091.9883	21648.5098	673.0937	310.0622	0	0	0
Q91ZW2	3997.0835	3826.2903	6078.5913	5240.502	4101.293	4421.7163	4866.3916	4976.647	5777.0083	4672.0288	4080.78	0	0	0	0	0
Q91ZW3	188669.6618	167552.5111	255675.74109999998	218716.2372	181177.081	186304.5874	184104.7267	184162.9534	195868.248	175809.80789999999	158880.6792	3003.5834	0	0	0	0
Q91ZX7	151434.6273	195419.6414	221120.6102	193061.3909	134954.3044	310105.0712	153902.07390000002	156604.9318	184203.487	198262.0277	132835.7088	3993.6264	1012.2731	0	0	0
Q920A5	172280.646	136874.1846	240361.21879999997	210220.5049	249836.6401	219369.68060000002	224315.6827	239222.9429	176350.46870000003	138236.91650000002	208664.45700000002	0	4049.3767	0	0	0
Q920A7	30817.112800000003	17717.3936	38436.0142	29059.8877	27938.1328	14018.939699999999	35396.4512	19944.593699999998	31647.1113	10855.3876	28373.988699999998	0	0	0	0	0
Q920B0	4130.855	4459.3188	4127.5947	3995.082	3129.7446	5098.1616	3376.8757	3281.9329	3857.2024	3165.3579	2817.8464	0	0	0	0	0
Q920B9	86122.6925	90954.4146	111736.3127	97715.5329	81673.0955	97483.656	84533.772	86992.8317	95494.4523	86944.9749	70420.0526	1975.7418	992.8491	0	0	0
Q920E5	9527.2725	6215.3599	12160.1455	7785.6982	10490.0215	6122.7886	8541.0078	7052.895	9405.79	6222.3438	6636.1538	0	0	0	0	0
Q920M5	12690.4336	9690.0137	13196.3438	11976.6758	8350.3613	10417.0107	9008.2744	10197.2959	12210.4697	10071.7568	8653.4883	630.3524	0	0	0	0
Q920Q4	31508.0175	22178.3259	35833.4215	24909.833599999998	30593.6933	24407.6742	30365.0111	22472.864	31781.4067	17218.5695	25626.611299999997	0	0	0	0	0
Q920Q6	8047.1953	6809.9512	10997.9971	8166.4287	7787.251	7240.8857	9058.457	7306.5176	9979.9092	6246.561	7722.1909	0	0	0	0	0
Q920Q8	19830.5537	18827.6142	25818.2627	24188.340799999998	15060.4682	11686.7442	19782.1601	18987.9541	22485.5391	14673.1074	19264.528299999998	0	0	0	0	0
Q920R6	122022.878	68374.4941	153689.5375	95119.8007	118702.9155	55455.2126	121719.99799999999	90965.1728	109843.9504	50092.3671	93215.5188	0	0	0	0	0
Q921C5	9925.9952	10455.6005	11323.9992	8948.6274	9413.9058	11446.863000000001	9824.1908	8360.1206	11363.8497	7407.0918	7724.7235	0	0	0	0	0
Q921F2	28065.374200000002	22090.0962	35807.6514	28087.472700000002	24509.2417	23662.2576	26497.824999999997	22914.422599999998	31064.3367	24342.175300000003	24528	286.4186	0	0	0	0
Q921F4	30872.0171	21454.113400000002	43051.9032	33678.5576	25446.5662	23671.4257	28076.9742	24218.0508	37780.0185	21366.6472	24909.4032	0	0	0	0	0
Q921G6	24478.6453	16377.073900000001	29439.1501	21416.1365	20678.5139	17258.6776	22409.0083	17878.1878	25480.1853	12643.2624	17248.0359	0	0	0	0	0
Q921G7	161025.2638	89150.6388	189991.56350000002	136988.9022	126037.9935	70088.2548	149639.1025	101170.8084	162097.3682	59439.9035	130844.9162	599.8913	300.5927	0	0	0
Q921G8	4945.9785	3637.8367	5068.1797	4728.8267	2462.7485	4131.8223	4069.5195	3320.6116	4121.4673	3768.7715	4391.1191	0	0	0	0	0
Q921H8	69732.7754	31505.3253	77014.35889999999	58692.3199	47191.6616	24815.1954	59071.2774	40466.9173	56491.55959999999	22995.9471	53923.2081	0	583.0527	0	0	0
Q921H9	71468.1094	41617.0898	86202.9375	62460.4375	69248.207	36487.1533	70812.4531	51208.6924	72971.9433	38445.8848	65097.031200000005	626.8721	0	0	0	0
Q921I1	284305.8469	709954.7175	317997.5695	402894.7243	230915.9003	1434926.7019	240672.0034	572300.4701	321097.9248	875694.1065	155206.3563	14355.3474	939.9031	0	0	0
Q921I9	1612.8256	1232.8206	1973.0453	1552.866	1383.201	1665.4752	1892.5306	1137.7133	1053.9204	1158.5249	1408.5959	0	0	0	0	0
Q921J2	743.0479	420.0351	763.5614	294.8767	511.0164	0	214.6228	527.645	469.9208	0	0	0	0	0	0	0
Q921K8	6340.6089	11101.1426	8916.1113	9312.7539	5721.7661	13417.0576	5951.4912	10124.458	7623.9668	9948.0811	4060.385	0	0	0	0	0
Q921L3	21033.8726	14889.0222	30597.166299999997	20963.534200000002	20686.361100000002	12759.016	22503.957000000002	15918.9025	24559.7974	14075.6036	20419.689	0	0	0	0	0
Q921L5	56535.3506	42096.1505	69007.7197	59005.3765	49646.2144	50126.8393	56125.3921	44015.3252	57876.9903	38627.938500000004	48394.3121	1025.3057	960.6725	0	0	0
Q921L8	27475.5586	14114.2904	33582.9199	24841.0649	17163.5358	10346.9805	25993.3045	15895.4951	26136.197	9541.9034	19824.3371	0	0	0	0	0
Q921M3	80410.44529999999	72408.0368	109767.3052	92413.2446	77889.7521	87897.5699	82522.38859999999	77944.81450000001	83208.6339	74208.4674	74667.5931	1795.2906	1482.0522	0	0	0
Q921M4	156526.6329	114900.2893	203800.831	149766.3842	129766.67480000001	108045.7573	139117.8613	133859.4472	152626.0323	101660.33410000001	120759.2944	554.4518	663.7065	0	0	0
Q921M7	7554.2969	8528.7854	9131.7942	8230.0262	6684.8452	12147.0173	6543.0178000000005	9788.3219	8770.059000000001	9428.8852	4702.5699	0	0	0	0	0
Q921N6	29245.9961	23548.7871	37342.7422	32744.8145	27548.9219	17974.082	27489.6387	25888.7734	28417.1855	18581.3203	25669.834	824.7435	960.5622	0	0	0
Q921N8	4953.5225	4146.6548	8562.0762	4993.4214	6484.5562	4482.708	5749.9023	4668.1997	5846.2754	3374.4766	4911.7212	0	0	0	0	0
Q921Q3	3937.833	2608.6694	4875.8047	3928.3188	3025.5579	2774.6599	3297.1787	2174.1765	3374.5361	2467.7236	2580.7124	0	0	0	0	0
Q921S7	76959.7408	52723.0136	104395.3909	66042.6811	72117.6958	34990.8932	71996.74889999999	54594.6419	75300.8547	34552.7217	60046.059499999996	0	0	0	0	0
Q921T2	13829.8252	10116.2441	18905.6855	12747.1963	10142.2012	11353.3613	13197.6689	10282.4736	14198.2158	6949.5942	10037.8252	319.2676	0	0	0	0
Q921U8	36246.1718	35862.9883	55255.976599999995	39882.5093	36960.496100000004	31606.5577	38798.985799999995	30715.6797	51523.6723	31755.6494	34372.1421	748.9081	0	0	0	0
Q921V5	12640.204099999999	8575.7303	15988.2549	13255.1807	9966.838899999999	8168.1302	14508.187000000002	9824.156200000001	11597.6477	7303.6905	11488.0029	0	0	0	0	0
Q921V7	1063.3247	1408.4093	1337.6364	1027.327	956.7421	1345.7581	1438.6244	1183.769	1164.5061	941.0149	1029.7534	0	0	0	0	0
Q921W0	3451.2744	2490.5322	3807.0588	2418.9385	2764.8376	3047.8779	3454.0771	2593.2195	3020.2681	2220.0442	3025.114	0	0	0	0	0
Q921W4	5913.4414	4586.6265	9210.2783	7027.4048	6569.5088	5392.4502	6530.4199	5954.814	6431.9351	5321.2725	4866.0698	0	0	0	0	0
Q921X6	5459.3491	4566.062	7766.4199	5946.7314	4199.0493	4482.3877	6662.7378	3504.8142	4842.7974	3942.7517	4335.2598	582.5892	0	0	0	0
Q921X9	10851.6523	11194.2232	15292.799299999999	12569.3711	9826.646499999999	10603.797900000001	10316.897	10825.1577	11191.4092	10236.7647	8967.7229	0	0	0	0	0
Q922B1	9125.4423	5959.724	14111.5869	9502.8868	10604.6179	3400.4651000000003	10204.1994	5548.9407	10673.646499999999	3748.7795	8142.515399999999	0	0	0	0	0
Q922B2	101141.6358	60588.7423	132067.3142	91892.3364	91051.30709999999	58000.876599999996	108590.7202	70832.607	106024.99639999999	52138.557400000005	93851.6415	1077.4105	264.83	0	0	0
Q922B9	34921.0893	22758.8024	40518.0195	32800.15	25583.3896	20922.5517	32214.5688	26738.715	31774.1167	16899.0317	26982.9967	0	351.4883	0	0	0
Q922D4	2981.9016	2130.0205	3186.3613	3145.2146	2655.165	2178.5928	2347.9197	2381.0298	3336.7412	1372.5647	2864.259	0	0	0	0	0
Q922D8	295508.4695	138707.8211	392670.6138	232506.0006	267646.3627	95812.88	294497.582	175768.8725	282208.6935	93581.4191	249960.0729	1381.3013	5799.0953	0	0	0
Q922E4	3568.8142	1528.5292	4001.3428	2540.0654	3068.2041	1951.8623	2716.0559	1508.1519	3021.1111	1344.4565	1233.6061	0	0	0	0	0
Q922E6	16215.8213	10183.1621	21629.8867	15165.2539	16501.5938	8670.3945	17861.4844	10712.1035	16459.9453	9469.2939	13081.3135	0	0	0	0	0
Q922F4	29199.700100000002	22251.9522	39094.7322	28166.8913	26890.423300000002	24340.615999999998	29248.840699999997	22660.4426	32063.449200000003	22356.8669	24595.338600000003	508.5547	289.764	0	0	0
Q922G0	7838.4214	4383.5659	7507.6616	6784.7871	5845.7197	2315.9668	6483.9487	4655.042	5705.729	2672.0029	5845.8374	0	0	0	0	0
Q922H2	77060.7734	41476.7473	111763.7266	74371.9497	67375.9755	28397.626	76252.0884	57034.0163	75934.2959	33093.1481	64296.4915	0	583.9123	0	0	0
Q922H4	34285.5283	28194.5752	43812.3154	35474.8447	32923.2236	27328.7847	35806.426699999996	27620.696299999996	38697.3789	23900.9306	33447.3584	702.0645	466.7724	0	0	0
Q922J3	97502.5968	73962.2203	130122.05189999999	95919.0644	88579.7729	71172.01239999999	99531.69200000001	78535.2251	104528.5732	62631.7457	79648.8676	1671.6327000000001	1268.2005	0	0	0
Q922J9	3119.1909	1681.702	3789.2429	3269.7742	2527.7979	797.2618	2683.4243	2221.3459	2832.7141	1333.5481	2134.1277	0	0	0	0	0
Q922K7	21093.1181	17674.7905	28545.633800000003	22958.2153	19519.2153	17194.7798	19261.543	19221.0694	22660.569900000002	18674.8066	17028.9532	431.1417	278.7333	0	0	0
Q922K9	5339.8794	6082.1416	6088.8843	7858.7202	4319.8677	8012.9883	5372.2188	4889.2646	5949.8623	4875.9185	3147.5601	0	0	0	0	0
Q922P9	7976.3364	6752.8153999999995	12193.156299999999	8281.9055	7721.5247	7946.4317	8130.9541	7273.289000000001	9896.3681	6370.1047	6846.676	0	0	0	0	0
Q922Q1	166038.3656	91061.7702	210958.701	138247.5884	166973.5305	63861.7218	181536.499	112866.34449999999	165707.23979999998	56844.5107	155917.73619999998	287.004	513.1423	0	0	0
Q922Q4	10492.8397	10198.2974	15135.4287	10272.8658	11290.7198	13200.1494	10349.4504	10071.9048	11875.4613	8464.6638	7760.4827000000005	0	0	0	0	0
Q922Q8	4741.3959	3925.3558000000003	5615.4978	4793.1354	3953.3994	4261.7999	5840.6577	3938.4282999999996	5848.473199999999	4145.79	4037.7461000000003	0	0	0	0	0
Q922Q9	57774.0701	37554.755600000004	77198.5889	48476.747899999995	51168.1651	29170.3818	54889.5738	35571.330200000004	52338.8766	29376.9549	44740.791	437.0145	0	0	0	0
Q922R8	79247.4867	71373.6681	107000.2861	91057.3706	70916.458	56391.1694	78777.0137	75697.0727	82418.7103	67773.81	71015.27189999999	1456.9715999999999	1622.9477	0	0	0
Q922S4	616.9965	857.031	1161.2595	1506.4222	736.8795	1979.1321	614.1041	947.4271	602.8514	879.9043	863.3728	0	0	0	0	0
Q922U1	43237.1955	39246.3305	53286.1819	45608.7404	40472.121400000004	42507.3169	39613.9845	40731.8848	46744.3677	36520.41	33639.064	595.5109	0	0	0	0
Q922U2	31990.150700000002	42425.5217	45867.645	36289.7169	22730.0697	65999.8002	22300.050600000002	16993.7257	46523.8192	54877.077099999995	13035.5543	1640.7214	0	0	0	0
Q922V4	21666.4002	19007.0585	28605.3008	21085.6184	18336.3809	19785.8331	20324.6931	18655.9883	21872.5993	17987.483099999998	17455.2983	289.2943	0	0	0	0
Q922Y1	30952.6341	22569.7208	37016.651600000005	32812.5257	26796.337	23289.9675	29792.0832	24492.9264	32218.0112	19352.1708	25859.669	0	0	0	0	0
Q922Z0	86308.9062	39253.7382	104287.5352	79006.1723	48276.042	18737.9423	81996.7675	49695.9493	70333.2061	29213.000200000002	55830.712999999996	0	0	0	0	0
Q923B0	15288.2705	7049.9757	20087.8486	12253.5051	11471.348899999999	7884.5988	14286.434	9113.9968	14346.8384	5409.3277	11555.7424	0	0	0	0	0
Q923B1	4201.832	3051.4922	4535.9038	3007.1902	2168.1782	2865.0081	3343.0232	2584.7295	3707.0149	2522.5513	3234.7166	0	0	0	0	0
Q923D2	25933.1475	15805.967799999999	34218.288100000005	16541.107	21051.1338	18637.1074	24427.7315	13908.5864	30492.1895	13243.231899999999	22497.545899999997	0	373.8324	0	0	0
Q923D5	146737.6056	122058.7261	205842.0338	145997.3594	137392.4141	130168.004	151953.6867	131162.6686	158683.5554	118409.7525	122817.6075	3328.6589	2951.2129	0	0	0
Q923G2	11099.333	9348.2588	15679.3418	11264.5703	10949.415	13821.3828	11251.4941	10082.6191	12750.875	9367.8066	7774.3169	0	0	0	0	0
Q923I7	18551.1606	8412.4408	21276.1446	16147.0435	21072.067300000002	5082.4983	19212.918	12082.2931	19041.8081	6396.0622	16079.524	0	0	0	0	0
Q923T7	8364.2773	5565.6929	9816.8398	7736.1582	6498.5923	3247.3123	7518.5737	6680.3818	7611.0254	3849.9287	6973.2065	0	0	0	0	0
Q923T9	8334.8213	6345.5156	9770.3457	8954.457	6788.2319	6731.5195	7285.0293	6589.3188	8529.8154	5342.0649	6610.0347	430.8131	0	0	0	0
Q923Z3	16951.123	12130.9192	23221.7231	15588.896	14775.943599999999	9616.994700000001	18325.201399999998	10801.6155	17642.0972	8256.3803	15874.213600000001	0	401.3553	0	0	0
Q924C1	29124.1524	28782.927499999998	36071.861300000004	29624.6809	26517.9556	27138.19	26603.7859	25616.227300000002	32083.228499999997	23731.2366	25211.4883	841.3448	0	0	0	0
Q924D0	52738.0894	16714.9587	58186.441399999996	36792.9242	34993.7636	12589.5928	42199.8188	22471.9795	50764.5205	13983.0298	42834.7646	0	0	0	0	0
Q924H7	4382.6558000000005	3007.105	4386.3306	3876.4885	3812.3035	3022.1855	2976.0491	2368.6716	3921.1638	1922.5157	2917.2827	0	0	0	0	0
Q924L1	9039.393399999999	5497.2538	12453.2124	9147.0447	9194.6608	4084.8449	9327.8894	6310.0555	9665.1279	3452.4844000000003	7781.908	0	259.7445	0	0	0
Q924M7	16588.7661	10453.145	20612.039099999998	14438.2195	13441.4988	8295.0522	14597.2559	13402.5244	15771.1824	7873.7715	11262.7556	0	0	0	0	0
Q924N4	18865.689000000002	10885.873	26331.9863	17815.829400000002	15734.9347	12978.3381	20748.0394	15873.958	18303.6183	9697.125100000001	16326.690700000001	0	516.3267	0	0	0
Q924T2	7145.9048	4818.0098	10049.417	6280.4229	5982.2031	4140.5347	6358.7441	4916.4556	6628.1831	3469.949	4820.9341	0	0	0	0	0
Q924T7	7055.7063	4372.8686	8036.5392999999995	6611.7068	6628.8511	6198.3916	6138.8164	4733.5992	6624.458999999999	5296.588400000001	5056.2788	0	0	0	0	0
Q924W7	13562.9589	13068.1929	18267.3188	14731.019499999999	11483.0695	14754.492600000001	11873.7861	11251.1023	13067.5244	11246.1411	9381.3804	0	0	0	0	0
Q924X2	141538.6527	91080.4728	194579.40660000002	124878.391	105745.361	43670.4467	110876.0563	68467.5244	168955.82080000002	46978.4451	93266.4736	406.5826	690.4717	0	0	0
Q924Z4	33615.1552	26684.4492	46491.255900000004	35775.2754	27943.2783	20918.211900000002	35871.291	27945.0224	36357.0547	20648.877	28569.873	642.7751	415.2981	0	0	0
Q925B0	124364.0642	101850.4489	165411.9719	123151.4241	122641.3049	135057.4555	120016.6257	102544.8745	122066.5451	90084.5733	103399.6229	0	1491.3514	0	0	0
Q925E7	14290.1199	7944.322999999999	17035.8341	13481.7798	11321.4982	9878.5901	11783.5396	10005.595000000001	13072.4753	7862.1293000000005	10209.5681	0	0	0	540.1708	0
Q925F2	2996.1431	3495.9968	3801.467	3144.4185	2420.6409	2169.2739	2782.9863	2816.1707	4344.4956	3163.3184	2152.7561	0	0	0	0	0
Q925I1	255856.3962	131790.9613	333035.3476	198692.2408	220173.2798	91082.0883	241210.87219999998	151689.8758	244756.6055	90864.1166	200956.7305	373.623	446.8683	0	0	0
Q925N0	51011.605500000005	33334.2461	70280.207	47210.1152	47328.9024	32518.8662	53046.8281	38431.5996	53731.2187	28014.1347	42157.5722	1250.7919	1374.8198	0	0	0
Q925N2	34049.0551	20570.1739	43517.9176	35381.5425	31448.9106	16987.369599999998	36925.2466	22209.9928	35492.3388	13853.5223	31054.5452	221.4416	499.7677	0	0	0
Q925N4	3073.3708	2214.9683	4011.377	1710.1431	2018.4475	2195.8572	2592.5791	1744.3381	2816.2717	1836.0286	1966.5981	0	0	0	0	0
Q93092	207232.7223	147672.0118	304323.0761	229205.544	218696.4861	162216.3176	212243.4128	161403.171	224046.8511	135367.3093	166626.4454	0	0	0	0	0
Q99020	109543.2466	106222.4132	141712.4914	122222.097	93744.1126	117453.6995	106717.4204	107864.1096	116140.828	97126.7425	86797.6074	4645.2703	1344.5506	0	0	0
Q99104	25315.387	17495.971100000002	27357.1192	23569.9828	16605.0181	21588.1648	21331.3457	18552.5309	25580.0722	15975.1917	15404.8948	0	0	0	0	0
Q99J08	8179.5935	6460.321599999999	10945.9732	7950.7871	6209.6594000000005	7394.989	8601.1189	6201.3858	8683.757099999999	5793.3335	7245.749	0	251.4819	0	0	0
Q99J09	5333.5674	5529.8486	8791.9189	6715.4497	4748.7437	6176.2256	8870.9014	3773.856	5456.4365	3911.6121	5441.7954	0	0	0	0	0
Q99J23	11455.905999999999	7965.079600000001	16622.1885	12004.9866	8688.8613	9297.545900000001	12363.8623	8283.5323	16676.0219	4934.7338	11440.7474	0	0	0	0	0
Q99J25	11142.9053	6655.9604	12589.6182	10197.959	9633.0186	5731.335	11010.7373	6426.8208	12349.1895	4356.9277	9011.9766	0	0	0	0	0
Q99J27	47267.2519	33217.9956	58189.548800000004	54879.6162	35599.0928	38099.4761	43434.7656	35667.4795	46407.4384	29586.8635	38190.6855	1051.3236	0	0	0	0
Q99J31	2851.5793	3400.0789	2875.0933	2846.5344	2512.1528	3300.9651	2826.948	3145.5161	3150.7427	2993.8684	2220.7832	0	0	0	0	0
Q99J36	20707.140700000004	19092.1983	29238.2221	22599.0732	18268.093	22332.3701	19096.936999999998	18675.314	20781.5945	21194.665	16112.4595	516.5569	0	0	0	0
Q99J39	58704.3623	18279.4354	64357.8369	53982.005900000004	42639.3444	17218.278599999998	46260.1846	33307.4007	46491.3339	11515.639	44033.2841	0	0	0	0	0
Q99J45	8818.2715	8400.1426	12020.2441	8722.2441	8538.5391	11223.3838	8758.999	7757.3047	8580.376	7440.5273	7527.7817	0	254.1959	0	0	0
Q99J47	98509.791	57322.7285	115866.25200000001	92900.6896	75441.9033	41994.6255	96806.8839	64518.1129	103223.3232	41040.1719	75628.0538	667.1436	244.8883	0	0	0
Q99J62	9807.992	9377.3993	11781.0403	10788.613299999999	9248.5339	9669.642899999999	10751.515899999999	9591.0764	10286.2341	9107.9387	7140.0602	450.7437	0	0	0	0
Q99J64	4786.0059	6633.3857	8194.5352	6757.27	4055.2944	7472.2896	5187.436	5998.2461	6559.4746	7145.04	5170.7822	298.4668	0	0	0	0
Q99J78	4166.3477	2798.679	4946.1812	2753.0874	2877.8027	2503.3882	3425.9849	3266.0488	3098.6909	1886.5032	3040.2869	0	0	0	0	0
Q99J95	4650.3613	3817.9946	5286.3013	4441.9937	3820.2302	4134.436	3878.0376	2887.8362	4732.4116	2956.9111	3401.425	243.0026	0	0	0	0
Q99J99	73836.6934	35389.1406	112058.2568	56833.692299999995	59308.0346	34956.6997	68697.8564	46848.6504	68389.2646	31047.674300000002	62833.3364	0	0	0	0	0
Q99JB2	87069.2857	41396.8107	120251.0396	80984.3814	83337.86570000001	47963.320999999996	105783.4337	55608.6096	98720.06480000001	39494.9499	80306.1953	0	0	0	0	0
Q99JB7	47953.914099999995	29592.761700000003	51058.759699999995	48654.3008	42982.033200000005	20714.822200000002	47599.5469	37871.758799999996	41070.871100000004	20097.9541	43216.2109	764.1213	0	0	0	0
Q99JB8	47940.3345	42685.7192	62439.0687	42452.1686	36611.4775	37552.3135	42680.0391	34169.741	53244.522099999995	26535.2223	33631.3338	0	0	0	0	0
Q99JF8	23928.2803	20314.6328	29327.6836	23702.0537	19660.528299999998	19512.918899999997	20204.8471	19164.360399999998	24034.7569	19090.5469	19765.778299999998	374.293	0	0	0	0
Q99JG3	49405.3541	37155.326	61572.9055	56557.929500000006	52242.5945	28378.558	52631.1175	49530.3794	46864.0676	29809.1742	41146.8166	451.5216	0	0	0	0
Q99JI4	72905.9746	50697.5723	90070.9443	68295.875	63288.4522	54631.9849	66066.5674	61865.7851	72242.2983	47914.1914	58689.1441	928.0658	885.8817	0	0	0
Q99JI6	75951.8591	52101.5423	98091.3861	70131.5183	56861.7987	57145.15	67679.9031	63047.2248	66640.6463	46557.6241	58318.4208	748.4841	0	0	0	0
Q99JR1	104349.0894	48644.907	139556.4022	86027.1449	113332.7183	34928.0915	113491.7617	63750.161799999994	91763.44600000001	32386.3702	89628.9867	0	0	0	0	0
Q99JR5	24603.5879	22004.0372	32377.5888	26620.2226	20576.666299999997	26597.6765	24277.2642	19579.6116	30644.0625	15847.5017	21390.6368	0	0	0	0	0
Q99JR6	22747.1474	10903.124100000001	26530.834000000003	19158.688499999997	19930.334000000003	10859.9077	20508.5859	14481.8155	18888.031300000002	10414.0205	15384.931700000001	0	0	0	0	0
